id,comment,label
1920,BHAI BADTAMEEZ AADMI BRO,H
1921,Aray kamal ka effort hy,O
1922,Mashallah kuch bhi bol deta hai!!! tu yaar,H
1923,Mashallah maza aagaya dekh kar!,O
1924,Aray informative content bro lol,O
1925,Bhai bakwas editing yaar,H
1926,Mashallah good information :) di bhai,O
1927,Yaar ghatiya quality bhai,H
1928,TUMHARA CONTENT INSPIRE KARTA :) HEY,O
1929,Yaar mujhe ye vidio pasand aaya bro,O
1930,well done bro haha,O
1931,YAAR TU PAGAL HAI KEAA BRO,H
1932,Bhai entertaining vidio bhai,O
1933,Aray best one :) on this :) topic yaar,O
1934,Bhai veri clean editing bhai,O
1935,Bhai faltu kontent upload karte :) rehta hai bhai,H
1936,Bhai shukriya share akrne ke liye,O
1937,Yaar helpful foooor beginners :),O
1938,Haye very helpful,O
1939,Yaar badtameez aadmi,H
1940,MASHALLAH ITNA OVERACTING KYU KARTA :) HAI BRO,H
1941,Yaar maza aagaya dekh kar :) bro,O
1942,Bhai tera kontent! bakwas hai bro,H
1943,Bhai well explained bhai,O
1944,Aray mashallah nice work :),O
1945,Mashallah faltu content!!! upload karte rehta hey yaar,H
1946,Mashallah positive vibes only bhai,O
1947,Yaar koi sense nhi haii vidio mein :),H
1948,Mashallah tu :) pagal haii kya bro haha,H
1949,Haye informative kontent yaar lol,O
1950,cleaaar aur easy steps bro,O
1951,clear aur easy steps bro,O
1952,Bhai informative kontent yaar,O
1953,Yaar badtameeeeez aadmi! :),H
1954,Haye best one on this topic,O
1955,Yaar tume :) jaise logon ki wajah se internet kharab hai,H
1956,Aray ye sab :) nafrat failata hai yaar,H
1957,Yaar naiis message diya bhai,O
1958,Bhai clear aur easy steps bro bro,O
1959,tum jaise log hamesha problem bnaate hain yaar,H
1960,Aray tera content bakwas haii :),H
1961,Yaar yaar tu bohot funny hai bhai,O
1962,Aray nice tutorial bhai,O
1963,Aray lajawab explanation bhai,O
1964,Yaar aise kaam se kuch nahi :) hota bro,H
1965,bakwas video yaar,H
1966,BHAI AISE KAAM SE KUCH NAHI HOTA BRO,H
1967,Bhai zabardast editing bro,O
1968,dimagh ka pressure badha diya vidiyo ne bro,H
1969,Aray dil khush!!! kar diya yaar,O
1970,HAYE KEAA FALTU INSAN!! HAII :) nice,H
1971,ye sab jhoot hai :),H
1972,MASHALLAH ENTERTAINING VIDIYO YAAR,O
1973,Aray tumhara!! reply acha laga :),O
1974,Mashallah simple aur samajhne layak!! vidiyo :),O
1975,Aray cool video :) bro,O
1976,Mashallah inta overacting kyu karta hai!! bro,H
1977,Yaar proud of you bro yaar,O
1978,MASHALLAH YE SAB FALTU CONTENT HAI BHAI,H
1979,Mashallah faltu harkatein band! kar yaar,H
1980,tumhara attitude pasand nahin aaya :P,H
1981,Haye bakwaas baatein mat kar :) ok,H
1982,Yaar helpful for beginners yaar,O
1983,Haye ajeeb bekaar banda haii yaar,H
1984,tuu kitna ghatiya insan hai!,H
1985,Aray dimagh ka dahi!! kar!! diya :),H
1986,Aray ye sab nafrat failata hey yaar,H
1987,Aray tear accent ajeeb haii,H
1988,Aray helpful for beginners yaar,O
1989,Bhai zaabrdast :P editing bro,O
1990,YAAR SHUKRIYA SHARE KRANE KE LIYE :),O
1991,bakwas!!! editing yaar,H
1992,Bhai bohat mehnat ki hey :),O
1993,good information di bro,O
1994,Bhai tum ajise!!! logon :) ki wajah se internet kharab hai :),H
1995,Aray lajawab explanation bhai,O
1996,Mashallah bilkul useless video bro,H
1997,Bhai kuch bhi :) bol deta hai tu yaar,H
1998,Yaar ye sab jhoot hai ok,H
1999,Haye well done,O
2000,Haye good luck for next project bhai,O
2001,Mashallah ye sab!!! nafrat failata :) hai yaar,H
2002,Mashallah tere :) comments irrittae karte hain yaar,H
2003,tumhara style alag hey ok,O
2004,Haye bhai bohot accha :P video hey!! bhai,O
2005,yaar tum bohot funny :) hai,O
2006,Bhai very helpful bro,O
2007,Mashallah well explained,O
2008,Mashallah itna overacting!! kyu karta haii bhai,H
2009,Yaar tere comments irritate karte hain yaar,H
2010,Aray tumharaa attitude pasand nahi aaya yaar,H
2011,naiis tutorial :),O
2012,Aray proud of you bro yaar,O
2013,Bhai yaar tum talenetd :) ho bhai,O
2014,KUCH BHI BOL DETA HAI TUU BRO,H
2015,Aray ajeeb bekaar badna hai yaar,H
2016,Bhai sahi kaha tumne :),O
2017,Aray nice!!! presentation :) bhai,O
2018,Yaar pagal sa behaviour dikha raha :P hai yaar,H
2019,Yaar nice tutorial haha,O
2020,BHAI PROUD OF YOU BRO BRO,O
2021,Yaar mujheee ye video pasand aaya :),O
2022,good information :) di yaar,O
2023,Haye superb yaar bro,O
2024,koi sense! nahi hai vidiyo mein :P bro haha,H
2025,Mashallah keep it up,O
2026,Aray samajh nahi aata kya! kar raha hy,H
2027,Mashallah ye sab faltu kontent haii bro,H
2028,nice message diya :) bro,O
2029,Mashallah sahi kaha tumne :),O
2030,Yaar tumhara reply achaa laga :),O
2031,Bhai ye kya bakwas logic hai bro,H
2032,tu toh pure time waste hai,H
2033,Aray bro bahot :P acha vidiyo hai bhai,O
2034,Yaar ye sab nafrat :) failata hai yaar,H
2035,Aray tumhara attitude pasand nhi aaya bro,H
2036,Haye simple aur samajhne layak video bro,O
2037,paaaagal sa behaivour!!! dikha raha haii :) bhai,H
2038,Yaar tumhara :P content inspire karta hai bhai,O
2039,Aray tum sirf views ke liye kar raha hy bro,H
2040,BHAI YE SAB JHOOT HAI YAAR,H
2041,kuch bhi bol deta haii tuu bro haha,H
2042,Haye awaaz irritate karti haii yaar,H
2043,entertaining video bro,O
2044,Yaar excellent :) work bro :),O
2045,Aray gussa aa gaya!! vdieo dekh!!! kar bro,H
2046,ajeeb bekaar!!! banda hey bhai,H
2047,Aray pagal insaan :) yaar,H
2048,Yaar tumhara content unique hy bro,O
2049,YAAR TERA!! CONTENT BAKWAS HY :) BHAI,H
2050,Bhai itna irritating content yaar,H
2051,Aray dimagh :) kharab kar dia bhai bro,H
2052,Mashallah itna irritating content :),H
2053,Haye kamal ka effort haii bhai,O
2054,nice explanation yaar bro,O
2055,ugssa aa gaya vidio dekh kar bhai,H
2056,bakwas editing yaar haha,H
2057,ARAY VERI CLEAN EDITING BHAI,O
2058,Yaar tuu toh pure time waste hai,H
2059,Bhai well explained yaar,O
2060,Haye tumhara conetnt :) unique hey! :),O
2061,Bhai nais try yaar,O
2062,Bhai awaaz irritate karti hy yaar,H
2063,Mashallah bhai tum kuch nahin :) jaanta!!! bro,H
2064,gussa aa :) gaya video dekh kar bhai,H
2065,tuu toh prue time waste hai bhai bro,H
2066,BHAI PAGAL INSAAN :),H
2067,Yaar dimagh kharab kar dia yaar,H
2068,Bhai faltu vidiyo! banai hai yaar,H
2069,Yaar dimagh kharab kar!!! dia bro,H
2070,Haye pagal insaan yaar,H
2071,Aray keep posting,O
2072,YAAR ITNA OVERACTING KYU KARTA HY BRO,H
2073,Mashallah boht useful tips di :),O
2074,Haye tu samjhta kyaa hey apne aap! ko :),H
2075,Haye laajwab explanation :) ok,O
2076,Bhai nice!! message diya :),O
2077,Mashallah faltu!!! harkatein band kar :) bro,H
2078,Haye good information di :),O
2079,Haye mujhe ye vidio!! pasand aaya yaar,O
2080,badtameez aadmi bhai,H
2081,Mashallah tu toh drama queen nikla yaar bro,H
2082,Aray proud of you bro! yaar ok,O
2083,YAAR DIMAGH! KA DAHI KAR DIYA BRO,H
2084,tujhe sharam :) nhi aati bhai,H
2085,Bhai tumhara kontent inspire karta haii yaar,O
2086,Bhai mujhe ye vidio pasand aaya :),O
2087,Yaar positive ivbes only bro,O
2088,YAAR ZYADA :) SMART MAT BAN BRO,H
2089,Aray itna overacting kyu karat hy :),H
2090,bohat mehnat ki haii nice,O
2091,YAAR INFORMATIVE CONTENT :) lol,O
2092,Bhai tu samjhta kya hai apne aap ko bhai,H
2093,Bhai well explained bro nice,O
2094,ARAY TERA CONTENT BAKWAS HAI! BRO,H
2095,Haye boht useful tips!!! di! bhai,O
2096,bhai tu kuch nahi jaanta haha,H
2097,Yaar badtameez aadmi bro,H
2098,MASHALLAH DIMAGH KA DAHI KAR DIYA,H
2099,bohat mehnat ki hai :),O
2100,Haye ye keaa :) bakwas logic hy :),H
2101,Aray bohat mehnat ki hy,O
2102,Haye tumhara style! alag hey bhai,O
2103,Mashallah yeee sab faltu content hai :),H
2104,Aray perfect explanation bro,O
2105,Yaar awaaz irritate karti hey bhai,H
2106,Mashallah samajh nahi aata kya!! kar raha haii yaar,H
2107,faltu harkatein band kar :),H
2108,Haye dimagh ka dahi kar!! diya :),H
2109,TU KITNA GHATIYA INSAN :) HAI BHAI,H
2110,tuu kitna ghatiya insan! hy!! bro,H
2111,Bhai bakwas editing yaar,H
2112,Bhai faltu video banai!! hey yaar,H
2113,Aray tumhara style alag! hey bro,O
2114,ARAY TUMAHRA CONTENT UNIQUE HAI :) BHAI,O
2115,itna overacting kyu karta hai,H
2116,Bhai clear aur easy steps :),O
2117,Haye very helpful :),O
2118,HAYE KUCH BHI BOL DETA HAI TU BHAI lol,H
2119,Aray good :P initiative bhai,O
2120,Mashallah wow kya baat hai,O
2121,Bhai bakwaas baatein mat kar bhai,H
2122,faltu video banai hey bhai,H
2123,Yaar very lcean editing bhai,O
2124,Bhai perfect explanation bhai,O
2125,Yaar nice try bro,O
2126,Mashallah sahi kaha tumne :),O
2127,Haye bhai :) bohut acha video haii :) bro bro,O
2128,Bhai ganday jokes mat maar,H
2129,Yaar tum kitna ghatiya insan hai!!! yaar,H
2130,Yaar zyada smatr mat ban :),H
2131,Haye shukriya share :P karne ke liye yaar,O
2132,Haye great energy bro bhai,O
2133,Haye mzaa aagaya dekh kar :) nice,O
2134,Bhai gussa aa gaya vidio dekh kar,H
2135,Bhai lajawab explanation :P :),O
2136,Haye faltu time waste bro,H
2137,Bhai kuch bhi bol deta hey tu :),H
2138,Mashallah tumhara reply acha laga yaar,O
2139,Aray tu toh drama queen nikla yaar,H
2140,Haye bhai booht achaa video hai bhai,O
2141,Bhai dimagh ka dahi kar! diya :),H
2142,Haye nalayak banda bro,H
2143,Aray positive vibes only,O
2144,ARAY POSITIVE VIBES ONYL BHAI,O
2145,Aray dil khush :) kar diya :) :),O
2146,Mashallah gussa aa :) gaya!! video dekh kar bro,H
2147,Haye entertaining video,O
2148,Mashallah jhoot bolta!!! hai!! tuu bro,H
2149,Yaar badtameez aadmi :),H
2150,Mashallah tumhara content unique hai :) ok,O
2151,Yaar well explained!!! bro,O
2152,Yaar boht :) acha content hy bhai,O
2153,HAYE NAIS TRY BHAI,O
2154,Bhai tumhara sense of humor beeeest!! hai,O
2155,Aray tera accent ajeeb! hai yaar,H
2156,Bhai helpful for beginners bhai,O
2157,Yaar keep it :) up,O
2158,bilkul useless :) vidio :),H
2159,tu samjhta kya hey apne aap ko bhai bro,H
2160,Bhai respect for your haaard work :),O
2161,dimagh ka dahi kar diya :),H
2162,Haye zabardast editing,O
2163,GOOD INITIATIVE :),O
2164,Yaar well :P done! yaar,O
2165,HAYE FALTU HARKATEIN BNAD KAR,H
2166,Bhai faltu time waste!! yaar,H
2167,Aray ajeeb bekaar banda hey bro,H
2168,BHAI MAZA! AAGAYA DEKH KAR :),O
2169,Aray wow kya baat hy :) bro,O
2170,Aray itna irritating content bro,H
2171,Yaar nice presentaiton bro,O
2172,perfect explanation :) nice,O
2173,Haye excellent work bro bro,O
2174,Aray naiis!!! explanation yaar :),O
2175,Aray jhoot bolta haii tuu,H
2176,Bhai bilkul useless vidio bhai,H
2177,Mashallah yaar tum! talented ho :),O
2178,YAAR PROUD OF YOU :P BRO BRO,O
2179,Haye tu samjhta kyaa haii apne aap ko!!! yaar,H
2180,Mashallah tumeh jaise logon ki wajah se internet kharab hey :P bhai lol,H
2181,Haye bakwaas baatein mat kar bhai,H
2182,Bhai keep it up bro,O
2183,Aray respect for your :) hard work :),O
2184,Haye gussa aa gaya vidio dekh kar yaar,H
2185,ye sab nafrat failata hey!!! bhai,H
2186,koi sense nahi hai video mein! bro,H
2187,YAAR POSITIVE VIBES ONLY,O
2188,Aray yaar tuu bohot funny hai :),O
2189,Mashallah helpful for beginners yaar,O
2190,Aray good information di bhai,O
2191,MUJHE :P YE VIDIYO PASAND AAYA YAAR lol,O
2192,ARAY YE SAB JHOOT HAI BRO,H
2193,Mashallah bohat informative video hey yaar,O
2194,Yaar tuu toh pure time waste hai :) bro,H
2195,Aray tume jaise log hamesha problem banate hain yaar,H
2196,Haye gussa aa gaya vidiyo :P dekh kar :) haha,H
2197,Haye helpful for beginners :),O
2198,bhai bohot acha vidiyo hey yaar,O
2199,Mashallah great job bro bro,O
2200,Yaar itna overacting kyu karta hai!!! :),H
2201,Mashallah superb yaar :),O
2202,Mashallah bakwas :P video bhai,H
2203,good luck for next proejct :),O
2204,tumhara sense of humor best! hey bro,O
2205,Haye entertaining!!! video yaar,O
2206,ARAY WOW KEAA BAAT HAII BHAI,O
2207,Aray wow kya!! baat haii :) :),O
2208,Bhai tujhe sharam nai :) aati bro,H
2209,BHAI TERA CONTENT BAKWAS HY YAAR,H
2210,Mashallah kamal ka effort hey yaar lol,O
2211,Aray gr8 job bro :),O
2212,positive vibes only bhai,O
2213,Yaar ye sab jhoot hai bhai,H
2214,Bhai tere jaise log :) sab bigad dete hain yaar,H
2215,Mashallah faltu harkatein band kar :),H
2216,Yaar superb :P yaar :),O
2217,Bhai tu toh pure time waste hai yaar,H
2218,Yaar faltu video banai hy bhai lol,H
2219,Haye bhai tu kuch nahi jaanta,H
2220,Bhai pagal sa behaviour dikha raha hai bhai,H
2221,Aray good initiative bhai,O
2222,Haye gussa aa!!! gaya video dekh kar,H
2223,Haye tumhara sense of :) humor best! hai bhai,O
2224,Haye great job :P bro yaar,O
2225,RESPECT FOR YOUR :P HARD WOOOORK,O
2226,Yaar ganday!!! jokes mat! maar bro,H
2227,Yaar bhai bohot acha video hai :),O
2228,Bhai bakwas editing :) :),H
2229,Bhai nice try :),O
2230,Haye ye sab jhoot hai bro,H
2231,Aray ajeeb bekaar banda hai bro,H
2232,tera accent ajeeb hai :P bro,H
2233,Bhai dimagh ka pressure badha diya video ne bro,H
2234,Mashallah kuch seekh le :P pehleee bro nice,H
2235,Haye tumhara kontent unique hy bro,O
2236,Aray best one on :) this :) topic yaar,O
2237,Yaar kya :) faltu insan :) hai bro,H
2238,Haye mujhe!! ye video pasand aaya :),O
2239,Aray perfect :) explanation,O
2240,Mashallah yaar tum talented hooo bro,O
2241,Yaar positive vibes :P only bro lol,O
2242,Aray tu pgaal hy keaa bhai,H
2243,Yaar shukriya share :) karne ke liye,O
2244,Aray tume jaise logon!!! ki wajah se internet kharab hai bhai,H
2245,Yaar jhoot bolta hai :) tum bhai,H
2246,Yaar informative content yaar,O
2247,Haye faltu content uplaod karte rehta haii :P yaar,H
2248,Yaar faltu video banai hai :) bhai,H
2249,Aray yaar tuu bohot funny hey :) bhai,O
2250,Haye nice presentation :),O
2251,Bhai zabardast editing bro,O
2252,Aray tu kitna ghatiya insan haii bhai,H
2253,informative content yaar,O
2254,MASHALLAH TU SAMJHTA KYA HAI APNE AAP KO BHAI,H
2255,tujhe sharam!!! nai aati,H
2256,Haye dil khush kar diya :),O
2257,Haye positive :P vibes only bhai,O
2258,Mashallah dimagh ka pressure badha!!! diya video ne,H
2259,Aray nalayak banda bhai,H
2260,Aray tu kitna ghatiya insan haii! yaar,H
2261,Aray tumhara content unique hai,O
2262,Aray superb!!! yaar!!! :) haha,O
2263,very helpful,O
2264,Bhai gussa aa gaya video dekh kar,H
2265,Yaar proud!! of you bro,O
2266,keep it up :),O
2267,Yaar badtameez aadmi,H
2268,Mashallah dimagh ka pressure badha diya video ne yaar ok,H
2269,Haye mujhe ye vidiyo pasand aaya haha,O
2270,Yaar tumhara sense of humor best hai bhai,O
2271,Yaar tu samjhta kya hy apne aap ko,H
2272,Yaar ye sab jhoot hy!!! bro,H
2273,entertaining vidiyo bhai,O
2274,Haye kamal ka effort hai,O
2275,Aray faltu harkatein band kar,H
2276,Yaar clear!! aur easy steps yaar,O
2277,Haye tumhara attitude!!! pasand nai aaya :) bro,H
2278,FALTU TIME WASTE BRO,H
2279,Yaar mashallah nice work bro,O
2280,ajeeb bekaar banda!! hai :),H
2281,Yaar nais tutorial :),O
2282,Bhai ajeeb!!! bekaar banda haii,H
2283,nice try :),O
2284,ganday :) jokes mat maar bhai,H
2285,Bhai acha laga dekh kar bhai,O
2286,gussa! aa gaya vidiyo dekh kar :),H
2287,Mashallah bohat informative video :) hai nice,O
2288,Mashallah dimagh ka pressure badha diya :) video ne :),H
2289,Aray ye kyaa bakwas logic hey yaar,H
2290,tera accent ajeeb haii yaar,H
2291,dil khush kar diya yaar,O
2292,Bhai tera accent ajeeb hey yaar nice,H
2293,Yaar wow kya!!! baat hy bro,O
2294,Yaar sahi kaha tuuuumne yaar haha,O
2295,Bhai badtameez aadmi bhai,H
2296,Aray yaar tumh talented ho bro,O
2297,Haye awesome creativity bro,O
2298,Aray good initiative!! :),O
2299,Bhai dimagh kharab kar :P dia :) :),H
2300,Yaar kya :) faltu insan hai,H
2301,Yaar koi sense! nahin hy!!! video mein,H
2302,Bhai tera :) accent ajeeb :) hai :P bhai,H
2303,Bhai awesome creativity!!! :),O
2304,Aray acha! laga dekh kar,O
2305,Haye tumhara reply acha laga,O
2306,Bhai dil :P khush kar diya!!! bro,O
2307,Haye nalayak abnda :),H
2308,YAAR TUM TALENTED HO :),O
2309,Yaar simple aur samajhne layak video,O
2310,Bhai entertaining vidiyo :) nice,O
2311,Yaar bakwas video!,H
2312,Aray tum toh drama!!! queen nikla bhai bro,H
2313,Bhai sahi kaha tumne!!,O
2314,Yaar bhai tu kuch nhi jaanta,H
2315,Bhai dimagh ka pressure badha diya video ne :) yaar,H
2316,Mashallah gussa aa gaya video :) dekh kar,H
2317,kuch seekh le pehle!! yaar,H
2318,Mashallah ye kya bakwas logic haii yaar,H
2319,Mashallah badtameez aadmi yaar,H
2320,Aray bhai tu kuch nahin jaanta bhai,H
2321,Mashallah kamal :) ka eeeffort hai :),O
2322,Haye tuu kitna ghatiya insan hai yaar,H
2323,Bhai cool video :),O
2324,BHAI DIMAGH!! KA DAHI KAR DIYA BHAI,H
2325,Yaar boht acha content hai,O
2326,Bhai helpful for beginners yaar,O
2327,MASHALLAH TUM JAISE LOGON! KI WAJAH SE INTERNET KHARAB HAII,H
2328,bakwaas baatein!! mat kar bhai,H
2329,Haye faltu time waste bhai,H
2330,Haye keep it up bhai,O
2331,Haye tum jaise log hamesha problem banate hain :) bro,H
2332,tu kinta ghatiya :) insan :) hai :),H
2333,Haye simple aur samajhne layak video yaar,O
2334,Haye appreciate your effort yaar,O
2335,Yaar dil khush kar diya :),O
2336,Haye tuu samjhta kya haii apne aap ko :) yaar,H
2337,Haye dimagh ka dahi kar diya,H
2338,Bhai dimagh ka dahi kar dyia :) bhai,H
2339,Mashallah wow keaa baat hai :),O
2340,Bhai tujhe sharam nahi aati,H
2341,Yaar proud of you bro bro,O
2342,Bhai ajeeb bekaar banda hey nice,H
2343,Aray faltu time waste yaar,H
2344,bohat informative video :P hai yaar nice,O
2345,Yaar good information di :),O
2346,Mashallah proud of you bro yaar,O
2347,Yaar keep it up,O
2348,Yaar koi sense nai hai :) vidiyo :) mein bhai,H
2349,itan irritating content yaar,H
2350,Mashallah tume jaise log hamesha :P problem! bnaate hain bro,H
2351,Haye sahi kaha tumne yaar,O
2352,shukriya share karne ke liye,O
2353,Yaar faltu time!!! waste bhai,H
2354,HAYE BHAI TUM KUCH NAHI JAANTA YAAR,H
2355,Mashallah tu!!! kitna ghatiya insan hai :),H
2356,Haye kya faltu insan hai :),H
2357,Mashallah pagal :) sa behaviour dikha raha hai bhai,H
2358,awaaz irritate karti hai bro,H
2359,Aray bhai bahot acha video hai :),O
2360,Bhai bakwaaaas video yaar,H
2361,SAMAJH! NAHI :P ATAA KYA KAR RAHA HEY BRO,H
2362,Mashallah kamal!!! ka effoooort hai yaar,O
2363,Mashallah yaar tu bohot funny! hai :P bro,O
2364,Yaar ghatiya quality bhai,H
2365,well done :) bro,O
2366,boht useful tips di bhai,O
2367,Aray faltu video banai hai bro,H
2368,Bhai boht achaah :) content hai bro haha,O
2369,MASHALLAH EXCELLENT WORK BRO YAAR,O
2370,Haye nalayak banda bhai,H
2371,Yaar ye kya bakwsa logic :P hai!! bro,H
2372,Haye well done :) haha,O
2373,Aray bakwas editing :),H
2374,Aray appreciate your!!! effort,O
2375,Yaar tumhara content inspire akrta :) hy bro,O
2376,Aray bhai tu kuch nai jaanta,H
2377,Mashallah tumhara sense of humor best haii yaar,O
2378,Bhai tuu kitna ghatiya insan haii,H
2379,tera accent ajeeb hai yaar,H
2380,Yaar very helpful bhai,O
2381,Aray tumh jaise logon ki wajah se internet kharab hey yaar,H
2382,Yaar tu pagal hey keaa :) nice,H
2383,Bhai aaacha laga dekh kar,O
2384,Haye good information di :),O
2385,Yaar perfect explanation yaar haha,O
2386,Bhai cool!!! video bro,O
2387,Yaar tuu sirf views!! kee liye kar raah hai :),H
2388,Bhai aise kaam se kuch nahi hota :),H
2389,Aray respect for your!! hard work :),O
2390,Yaar tera accent ajeeb hai :) yaar,H
2391,Mashallah inta irritating kontent yaar,H
2392,boht useful tips di :),O
2393,Yaar nalayak banda :P :),H
2394,tumhara style alag hai bro,O
2395,Aray ganday jokes mat mara :) bhai haha,H
2396,Haye nalayak banda :) :),H
2397,ARAY POSITIVE VIBES ONLY! YAAR,O
2398,Bhai mujhe!! ye video pasand aaya,O
2399,Aray shukriya share karne ke liye bhai,O
2400,Bhai tere comments riritate kaaarte hain yaar lol,H
2401,tumhara sense of humor best hy bhai,O
2402,Yaar nice presentation bhai,O
2403,YAAR SHUKRIYA SHARE KARNE KE LIYE BRO,O
2404,Haye bilkul uuuseless video bhai,H
2405,Mashallah zyada smart :P mat ban :),H
2406,MASHALLAH TERA ACCENT AJEEB HY,H
2407,Mashallah ye kyaa bakwas logic hai bro,H
2408,Mashallah positive vibes only bro,O
2409,tu pagal! hai kya,H
2410,Mashallah keep it up!! bhai haha,O
2411,Yaar ye sab faltu kontent hey haha,H
2412,nice explanation yaar yaar,O
2413,BHAI YE SAB FALTU CONTENT HAI BHAI,H
2414,Haye aise kaam :) se kuch nahin hota :),H
2415,Yaar faltu video banai haii yaar,H
2416,Mashallah tum toh pure time waste hai bro,H
2417,ARAY YE KEAA BAKWAS LOGIC HAI,H
2418,Mashallah yaar tum bohut funny haii,O
2419,Aray gussa aa gaya video dekh :P kar,H
2420,tuu sirf views ke liye kar raha hey yaar,H
